TXNAME,GENEID
lcl|CP064677.1_cds_QPD36890.1_33,caiE
lcl|CP064677.1_cds_QPD36891.1_34,caiD
lcl|CP064677.1_cds_QPD36892.1_36,caiB
lcl|CP064677.1_cds_QPD36893.1_37,caiA
lcl|CP064677.1_cds_QPD36894.1_38,caiT
lcl|CP064677.1_cds_QPD36895.1_39,IVL04_00195
lcl|CP064677.1_cds_QPD36896.1_40,IVL04_00200
lcl|CP064677.1_cds_QPD36897.1_41,IVL04_00205
lcl|CP064677.1_cds_QPD36898.1_42,fixX
lcl|CP064677.1_cds_QPD36899.1_43,IVL04_00215
lcl|CP064677.1_cds_QPD36900.1_44,kefF
lcl|CP064677.1_cds_QPD36901.1_45,kefC
lcl|CP064677.1_cds_QPD36902.1_47,apaH
lcl|CP064677.1_cds_QPD36903.1_48,apaG
lcl|CP064677.1_cds_QPD36904.1_49,rsmA
lcl|CP064677.1_cds_QPD36905.1_50,pdxA
lcl|CP064677.1_cds_QPD36906.1_51,surA
lcl|CP064677.1_cds_QPD36907.1_52,lptD
lcl|CP064677.1_cds_QPD36908.1_53,djlA
lcl|CP064677.1_cds_QPD36909.1_54,IVL04_00270
lcl|CP064677.1_cds_QPD36910.1_55,IVL04_00275
lcl|CP064677.1_cds_QPD36911.1_57,rluA
lcl|CP064677.1_cds_QPD36912.1_58,rapA
lcl|CP064677.1_cds_QPD36913.1_59,polB
lcl|CP064677.1_cds_QPD36914.1_62,IVL04_00310
lcl|CP064677.1_cds_QPD36915.1_63,thiQ
lcl|CP064677.1_cds_QPD36916.1_64,thiP
lcl|CP064677.1_cds_QPD36917.1_65,thiB
lcl|CP064677.1_cds_QPD36918.1_66,sgrR
lcl|CP064677.1_cds_QPD36919.1_67,sgrT
lcl|CP064677.1_cds_QPD36920.1_68,setA
lcl|CP064677.1_cds_QPD36921.1_69,leuD
lcl|CP064677.1_cds_QPD36922.1_70,leuC
lcl|CP064677.1_cds_QPD36923.1_71,leuB
lcl|CP064677.1_cds_QPD36924.1_72,leuA
lcl|CP064677.1_cds_QPD36925.1_74,leuO
lcl|CP064677.1_cds_QPD36926.1_76,ilvI
lcl|CP064677.1_cds_QPD36927.1_77,ilvN
lcl|CP064677.1_cds_QPD36928.1_79,cra
lcl|CP064677.1_cds_QPD36929.1_80,mraZ
lcl|CP064677.1_cds_QPD36930.1_81,rsmH
lcl|CP064677.1_cds_QPD36931.1_82,ftsL
lcl|CP064677.1_cds_QPD36932.1_83,ftsI
lcl|CP064677.1_cds_QPD36933.1_84,murE
lcl|CP064677.1_cds_QPD36934.1_85,murF
lcl|CP064677.1_cds_QPD36935.1_86,mraY
lcl|CP064677.1_cds_QPD36936.1_87,murD
lcl|CP064677.1_cds_QPD36937.1_88,ftsW
lcl|CP064677.1_cds_QPD36938.1_89,murG
lcl|CP064677.1_cds_QPD36939.1_90,murC
lcl|CP064677.1_cds_QPD36940.1_91,ddlB
lcl|CP064677.1_cds_QPD36941.1_92,ftsQ
lcl|CP064677.1_cds_QPD36942.1_93,ftsA
lcl|CP064677.1_cds_QPD36943.1_94,ftsZ
lcl|CP064677.1_cds_QPD36944.1_95,lpxC
lcl|CP064677.1_cds_QPD36945.1_96,secM
lcl|CP064677.1_cds_QPD36946.1_97,secA
lcl|CP064677.1_cds_QPD36947.1_98,mutT
lcl|CP064677.1_cds_QPD36948.1_99,yacG
lcl|CP064677.1_cds_QPD36949.1_100,zapD
lcl|CP064677.1_cds_QPD36950.1_101,coaE
lcl|CP064677.1_cds_QPD36951.1_103,guaC
lcl|CP064677.1_cds_QPD36952.1_104,hofC
lcl|CP064677.1_cds_QPD36953.1_105,gspE
lcl|CP064677.1_cds_QPD36954.1_106,ppdD
lcl|CP064677.1_cds_QPD36955.1_107,nadC
lcl|CP064677.1_cds_QPD36956.1_108,ampD
lcl|CP064677.1_cds_QPD36957.1_109,ampE
lcl|CP064677.1_cds_QPD36958.1_110,aroP
lcl|CP064677.1_cds_QPD36959.1_111,pdhR
lcl|CP064677.1_cds_QPD36960.1_112,aceE
lcl|CP064677.1_cds_QPD36961.1_113,aceF
lcl|CP064677.1_cds_QPD36962.1_114,lpdA
lcl|CP064677.1_cds_QPD36963.1_115,IVL04_00575
lcl|CP064677.1_cds_QPD36964.1_116,acnB
lcl|CP064677.1_cds_QPD36965.1_117,IVL04_00585
lcl|CP064677.1_cds_QPD36966.1_118,speD
lcl|CP064677.1_cds_QPD36967.1_119,speE
lcl|CP064677.1_cds_QPD36968.1_120,IVL04_00600
lcl|CP064677.1_cds_QPD36969.1_121,cueO
lcl|CP064677.1_cds_QPD36970.1_122,gcd
lcl|CP064677.1_cds_QPD36971.1_123,hpt
lcl|CP064677.1_cds_QPD36972.1_124,can
lcl|CP064677.1_cds_QPD36973.1_125,IVL04_00625
lcl|CP064677.1_cds_QPD36974.1_126,IVL04_00630
lcl|CP064677.1_cds_QPD36975.1_127,IVL04_00635
lcl|CP064677.1_cds_QPD36976.1_128,IVL04_00640
lcl|CP064677.1_cds_QPD36977.1_129,panD
lcl|CP064677.1_cds_QPD36978.1_130,rpnC
lcl|CP064677.1_cds_QPD36979.1_131,panC
lcl|CP064677.1_cds_QPD36980.1_132,panB
lcl|CP064677.1_cds_QPD36981.1_133,yadC
lcl|CP064677.1_cds_QPD36982.1_134,IVL04_00670
lcl|CP064677.1_cds_QPD36983.1_135,yadL
lcl|CP064677.1_cds_QPD36984.1_136,IVL04_00680
lcl|CP064677.1_cds_QPD36985.1_137,htrE
lcl|CP064677.1_cds_QPD36986.1_138,IVL04_00690
lcl|CP064677.1_cds_QPD36987.1_139,IVL04_00695
lcl|CP064677.1_cds_QPD36988.1_140,folK
lcl|CP064677.1_cds_QPD36989.1_141,pcnB
lcl|CP064677.1_cds_QPD36990.1_142,gluQRS
lcl|CP064677.1_cds_QPD36991.1_143,dksA
lcl|CP064677.1_cds_QPD36992.1_144,sfsA
lcl|CP064677.1_cds_QPD36993.1_145,thpR
lcl|CP064677.1_cds_QPD36994.1_146,hrpB
lcl|CP064677.1_cds_QPD36995.1_147,mrcB
lcl|CP064677.1_cds_QPD36996.1_148,fhuA
lcl|CP064677.1_cds_QPD36997.1_149,fhuC
lcl|CP064677.1_cds_QPD36998.1_150,fhuD
lcl|CP064677.1_cds_QPD36999.1_151,fhuB
lcl|CP064677.1_cds_QPD37000.1_152,hemL
lcl|CP064677.1_cds_QPD37001.1_153,clcA
lcl|CP064677.1_cds_QPD37002.1_155,erpA
lcl|CP064677.1_cds_QPD37003.1_156,IVL04_00780
lcl|CP064677.1_cds_QPD37004.1_157,btuF
lcl|CP064677.1_cds_QPD37005.1_158,mtnN
lcl|CP064677.1_cds_QPD37006.1_159,dgt
lcl|CP064677.1_cds_QPD37007.1_160,degP
lcl|CP064677.1_cds_QPD37008.1_161,cdaR
lcl|CP064677.1_cds_QPD37009.1_162,IVL04_00810
lcl|CP064677.1_cds_QPD37010.1_163,yaeI
lcl|CP064677.1_cds_QPD37011.1_164,dapD
lcl|CP064677.1_cds_QPD37012.1_165,glnD
lcl|CP064677.1_cds_QPD37013.1_166,map
lcl|CP064677.1_cds_QPD37014.1_167,rpsB
lcl|CP064677.1_cds_QPD37015.1_168,tsf
lcl|CP064677.1_cds_QPD37016.1_169,pyrH
lcl|CP064677.1_cds_QPD37017.1_170,frr
lcl|CP064677.1_cds_QPD37018.1_171,ispC
lcl|CP064677.1_cds_QPD37019.1_172,ispU
lcl|CP064677.1_cds_QPD37020.1_173,cdsA
lcl|CP064677.1_cds_QPD37021.1_174,rseP
lcl|CP064677.1_cds_QPD37022.1_175,bamA
lcl|CP064677.1_cds_QPD37023.1_176,skp
lcl|CP064677.1_cds_QPD37024.1_177,lpxD
lcl|CP064677.1_cds_QPD37025.1_178,fabZ
lcl|CP064677.1_cds_QPD37026.1_179,lpxA
lcl|CP064677.1_cds_QPD37027.1_180,lpxB
lcl|CP064677.1_cds_QPD37028.1_181,rnhB
lcl|CP064677.1_cds_QPD37029.1_182,dnaE
lcl|CP064677.1_cds_QPD37030.1_183,accA
lcl|CP064677.1_cds_QPD37031.1_184,ldcC
lcl|CP064677.1_cds_QPD37032.1_185,IVL04_00925
lcl|CP064677.1_cds_QPD37033.1_186,tilS
lcl|CP064677.1_cds_QPD37034.1_187,rof
lcl|CP064677.1_cds_QPD37035.1_188,IVL04_00940
lcl|CP064677.1_cds_QPD37036.1_189,IVL04_00945
lcl|CP064677.1_cds_QPD37037.1_190,arfB
lcl|CP064677.1_cds_QPD37038.1_191,nlpE
lcl|CP064677.1_cds_QPD37039.1_192,IVL04_00960
lcl|CP064677.1_cds_QPD37040.1_193,proS
lcl|CP064677.1_cds_QPD37041.1_194,tsaA
lcl|CP064677.1_cds_QPD37042.1_195,rcsF
lcl|CP064677.1_cds_QPD37043.1_196,metQ
lcl|CP064677.1_cds_QPD37044.1_197,metI
lcl|CP064677.1_cds_QPD37045.1_198,metN
lcl|CP064677.1_cds_QPD37046.1_199,gmhB
lcl|CP064677.1_cds_QPD37047.1_200,dkgB
lcl|CP064677.1_cds_QPD37048.1_201,IVL04_01035
lcl|CP064677.1_cds_QPD37049.1_202,IVL04_01040
lcl|CP064677.1_cds_QPD37050.1_204,mltD
lcl|CP064677.1_cds_QPD37051.1_205,gloB
lcl|CP064677.1_cds_QPD37052.1_206,IVL04_01060
lcl|CP064677.1_cds_QPD37053.1_207,rnhA
lcl|CP064677.1_cds_QPD37054.1_208,dnaQ
lcl|CP064677.1_cds_QPD37055.1_209,IVL04_01080
lcl|CP064677.1_cds_QPD37056.1_210,IVL04_01085
lcl|CP064677.1_cds_QPD37057.1_213,yafV
lcl|CP064677.1_cds_QPD37058.1_214,ivy
lcl|CP064677.1_cds_QPD37059.1_215,fadE
lcl|CP064677.1_cds_QPD37060.1_216,lpcA
lcl|CP064677.1_cds_QPD37061.1_217,IVL04_01120
lcl|CP064677.1_cds_QPD37062.1_218,IVL04_01125
lcl|CP064677.1_cds_QPD37063.1_219,yafQ
lcl|CP064677.1_cds_QPD37064.1_220,dinJ
lcl|CP064677.1_cds_QPD37065.1_222,rayT
lcl|CP064677.1_cds_QPD37066.1_223,IVL04_01150
lcl|CP064677.1_cds_QPD37067.1_224,lafU
lcl|CP064677.1_cds_QPD37068.1_225,dinB
lcl|CP064677.1_cds_QPD37069.1_226,yafN
lcl|CP064677.1_cds_QPD37070.1_227,yafO
lcl|CP064677.1_cds_QPD37071.1_228,IVL04_01175
lcl|CP064677.1_cds_QPD37072.1_231,pepD
lcl|CP064677.1_cds_QPD37073.1_232,gpt
lcl|CP064677.1_cds_QPD37074.1_233,frsA
lcl|CP064677.1_cds_QPD37075.1_234,crl
lcl|CP064677.1_cds_QPD37076.1_235,phoE
lcl|CP064677.1_cds_QPD37077.1_236,proB
lcl|CP064677.1_cds_QPD37078.1_237,proA
lcl|CP064677.1_cds_QPD37079.1_238,ykfI
lcl|CP064677.1_cds_QPD37080.1_239,yafW
lcl|CP064677.1_cds_QPD37081.1_240,IVL04_01240
lcl|CP064677.1_cds_QPD37082.1_241,IVL04_01245
lcl|CP064677.1_cds_QPD37083.1_242,IVL04_01250
lcl|CP064677.1_cds_QPD37084.1_243,IVL04_01255
lcl|CP064677.1_cds_QPD37085.1_244,IVL04_01260
lcl|CP064677.1_cds_QPD37086.1_248,IVL04_01280
lcl|CP064677.1_cds_QPD37087.1_249,IVL04_01285
lcl|CP064677.1_cds_QPD37088.1_250,IVL04_01290
lcl|CP064677.1_cds_QPD37089.1_252,IVL04_01300
lcl|CP064677.1_cds_QPD37090.1_255,IVL04_01315
lcl|CP064677.1_cds_QPD37091.1_257,mmuM
lcl|CP064677.1_cds_QPD37092.1_258,fbpC
lcl|CP064677.1_cds_QPD37093.1_263,yagB
lcl|CP064677.1_cds_QPD37094.1_264,IVL04_01360
lcl|CP064677.1_cds_QPD37095.1_265,yagE
lcl|CP064677.1_cds_QPD37096.1_266,yagF
lcl|CP064677.1_cds_QPD37097.1_267,IVL04_01375
lcl|CP064677.1_cds_QPD37098.1_268,IVL04_01380
lcl|CP064677.1_cds_QPD37099.1_269,xynR
lcl|CP064677.1_cds_QPD37100.1_270,argF
lcl|CP064677.1_cds_QPD37101.1_273,IVL04_01405
lcl|CP064677.1_cds_QPD37102.1_274,IVL04_01410
lcl|CP064677.1_cds_QPD37103.1_275,IVL04_01415
lcl|CP064677.1_cds_QPD37104.1_276,IVL04_01420
lcl|CP064677.1_cds_QPD37105.1_277,IVL04_01425
lcl|CP064677.1_cds_QPD37106.1_278,IVL04_01430
lcl|CP064677.1_cds_QPD37107.1_279,IVL04_01435
lcl|CP064677.1_cds_QPD37108.1_280,IVL04_01440
lcl|CP064677.1_cds_QPD37109.1_281,paoD
lcl|CP064677.1_cds_QPD37110.1_282,paoC
lcl|CP064677.1_cds_QPD37111.1_283,paoB
lcl|CP064677.1_cds_QPD37112.1_284,paoA
lcl|CP064677.1_cds_QPD37113.1_285,IVL04_01465
lcl|CP064677.1_cds_QPD37114.1_286,IVL04_01470
lcl|CP064677.1_cds_QPD37115.1_287,ecpE
lcl|CP064677.1_cds_QPD37116.1_288,ecpD
lcl|CP064677.1_cds_QPD37117.1_289,ecpC
lcl|CP064677.1_cds_QPD37118.1_290,ecpB
lcl|CP064677.1_cds_QPD37119.1_291,ecpA
lcl|CP064677.1_cds_QPD37120.1_294,rpmJ
lcl|CP064677.1_cds_QPD37121.1_296,IVL04_01520
lcl|CP064677.1_cds_QPD37122.1_298,IVL04_01530
lcl|CP064677.1_cds_QPD37123.1_301,rclC
lcl|CP064677.1_cds_QPD37124.1_302,IVL04_01550
lcl|CP064677.1_cds_QPD37125.1_303,IVL04_01555
lcl|CP064677.1_cds_QPD37126.1_304,rclR
lcl|CP064677.1_cds_QPD37127.1_305,IVL04_01565
lcl|CP064677.1_cds_QPD37128.1_306,IVL04_01570
lcl|CP064677.1_cds_QPD37129.1_307,IVL04_01575
lcl|CP064677.1_cds_QPD37130.1_308,IVL04_01580
lcl|CP064677.1_cds_QPD37131.1_309,betA
lcl|CP064677.1_cds_QPD37132.1_310,betB
lcl|CP064677.1_cds_QPD37133.1_311,betI
lcl|CP064677.1_cds_QPD37134.1_312,betT
lcl|CP064677.1_cds_QPD37135.1_314,pdeL
lcl|CP064677.1_cds_QPD37136.1_315,IVL04_01615
lcl|CP064677.1_cds_QPD37137.1_316,IVL04_01620
lcl|CP064677.1_cds_QPD37138.1_317,IVL04_01625
lcl|CP064677.1_cds_QPD37139.1_318,IVL04_01630
lcl|CP064677.1_cds_QPD37140.1_319,fdrA
lcl|CP064677.1_cds_QPD37141.1_320,IVL04_01640
lcl|CP064677.1_cds_QPD37142.1_321,IVL04_01645
lcl|CP064677.1_cds_QPD37143.1_322,IVL04_01650
lcl|CP064677.1_cds_QPD37144.1_323,IVL04_01655
lcl|CP064677.1_cds_QPD37145.1_324,yahK
lcl|CP064677.1_cds_QPD37146.1_325,IVL04_01665
lcl|CP064677.1_cds_QPD37147.1_326,IVL04_01670
lcl|CP064677.1_cds_QPD37148.1_327,IVL04_01675
lcl|CP064677.1_cds_QPD37149.1_328,IVL04_01680
lcl|CP064677.1_cds_QPD37150.1_329,prpR
lcl|CP064677.1_cds_QPD37151.1_330,prpB
lcl|CP064677.1_cds_QPD37152.1_331,prpC
lcl|CP064677.1_cds_QPD37153.1_332,prpD
lcl|CP064677.1_cds_QPD37154.1_333,prpE
lcl|CP064677.1_cds_QPD37155.1_334,codB
lcl|CP064677.1_cds_QPD37156.1_335,codA
lcl|CP064677.1_cds_QPD37157.1_337,cynT
lcl|CP064677.1_cds_QPD37158.1_338,cynS
lcl|CP064677.1_cds_QPD37159.1_339,cynX
lcl|CP064677.1_cds_QPD37160.1_340,lacA
lcl|CP064677.1_cds_QPD37161.1_341,lacY
lcl|CP064677.1_cds_QPD37162.1_344,lacI
lcl|CP064677.1_cds_QPD37163.1_345,mhpR
lcl|CP064677.1_cds_QPD37164.1_346,IVL04_01770
lcl|CP064677.1_cds_QPD37165.1_347,mhpB
lcl|CP064677.1_cds_QPD37166.1_349,IVL04_01785
lcl|CP064677.1_cds_QPD37167.1_351,mhpD
lcl|CP064677.1_cds_QPD37168.1_352,mhpF
lcl|CP064677.1_cds_QPD37169.1_353,dmpG
lcl|CP064677.1_cds_QPD37170.1_354,IVL04_01810
lcl|CP064677.1_cds_QPD37171.1_355,IVL04_01815
lcl|CP064677.1_cds_QPD37172.1_356,fghA
lcl|CP064677.1_cds_QPD37173.1_357,frmA
lcl|CP064677.1_cds_QPD37174.1_358,frmR
lcl|CP064677.1_cds_QPD37175.1_359,IVL04_01835
lcl|CP064677.1_cds_QPD37176.1_360,IVL04_01840
lcl|CP064677.1_cds_QPD37177.1_361,IVL04_01845
lcl|CP064677.1_cds_QPD37178.1_363,IVL04_01855
lcl|CP064677.1_cds_QPD37179.1_365,tauA
lcl|CP064677.1_cds_QPD37180.1_366,tauB
lcl|CP064677.1_cds_QPD37181.1_367,tauC
lcl|CP064677.1_cds_QPD37182.1_368,tauD
lcl|CP064677.1_cds_QPD37183.1_369,hemB
lcl|CP064677.1_cds_QPD37184.1_370,IVL04_01890
lcl|CP064677.1_cds_QPD37185.1_371,IVL04_01895
lcl|CP064677.1_cds_QPD37186.1_373,iprA
lcl|CP064677.1_cds_QPD37187.1_374,ampH
lcl|CP064677.1_cds_QPD37188.1_375,sbmA
lcl|CP064677.1_cds_QPD37189.1_376,yaiW
lcl|CP064677.1_cds_QPD37190.1_377,IVL04_01925
lcl|CP064677.1_cds_QPD37191.1_378,IVL04_01930
lcl|CP064677.1_cds_QPD37192.1_379,ddlA
lcl|CP064677.1_cds_QPD37193.1_380,IVL04_01940
lcl|CP064677.1_cds_QPD37194.1_381,iraP
lcl|CP064677.1_cds_QPD37195.1_382,phoA
lcl|CP064677.1_cds_QPD37196.1_383,psiF
lcl|CP064677.1_cds_QPD37197.1_384,adrA
lcl|CP064677.1_cds_QPD37198.1_385,proC
lcl|CP064677.1_cds_QPD37199.1_386,IVL04_01970
lcl|CP064677.1_cds_QPD37200.1_387,aroL
lcl|CP064677.1_cds_QPD37201.1_388,yaiA
lcl|CP064677.1_cds_QPD37202.1_389,IVL04_01985
lcl|CP064677.1_cds_QPD37203.1_390,ppnP
lcl|CP064677.1_cds_QPD37204.1_393,rdgC
lcl|CP064677.1_cds_QPD37205.1_394,mak
lcl|CP064677.1_cds_QPD37206.1_396,sbcC
lcl|CP064677.1_cds_QPD37207.1_397,sbcD
lcl|CP064677.1_cds_QPD37208.1_398,phoB
lcl|CP064677.1_cds_QPD37209.1_399,phoR
lcl|CP064677.1_cds_QPD37210.1_400,brnQ
lcl|CP064677.1_cds_QPD37211.1_401,proY
lcl|CP064677.1_cds_QPD37212.1_402,malZ
lcl|CP064677.1_cds_QPD37213.1_403,acpH
lcl|CP064677.1_cds_QPD37214.1_404,queA
lcl|CP064677.1_cds_QPD37215.1_405,tgt
lcl|CP064677.1_cds_QPD37216.1_406,yajC
lcl|CP064677.1_cds_QPD37217.1_407,secD
lcl|CP064677.1_cds_QPD37218.1_408,secF
lcl|CP064677.1_cds_QPD37219.1_409,IVL04_02085
lcl|CP064677.1_cds_QPD37220.1_410,tsx
lcl|CP064677.1_cds_QPD37221.1_411,IVL04_02095
lcl|CP064677.1_cds_QPD37222.1_412,nrdR
lcl|CP064677.1_cds_QPD37223.1_413,ribD
lcl|CP064677.1_cds_QPD37224.1_414,ribE
lcl|CP064677.1_cds_QPD37225.1_415,nusB
lcl|CP064677.1_cds_QPD37226.1_416,thiL
lcl|CP064677.1_cds_QPD37227.1_417,pgpA
lcl|CP064677.1_cds_QPD37228.1_418,yajO
lcl|CP064677.1_cds_QPD37229.1_419,dxs
lcl|CP064677.1_cds_QPD37230.1_420,ispA
lcl|CP064677.1_cds_QPD37231.1_421,xseB
lcl|CP064677.1_cds_QPD37232.1_422,thiI
lcl|CP064677.1_cds_QPD37233.1_423,yajL
lcl|CP064677.1_cds_QPD37234.1_424,panE
lcl|CP064677.1_cds_QPD37235.1_425,yajQ
lcl|CP064677.1_cds_QPD37236.1_426,IVL04_02170
lcl|CP064677.1_cds_QPD37237.1_427,cyoE
lcl|CP064677.1_cds_QPD37238.1_428,IVL04_02180
lcl|CP064677.1_cds_QPD37239.1_429,IVL04_02185
lcl|CP064677.1_cds_QPD37240.1_430,cyoB
lcl|CP064677.1_cds_QPD37241.1_431,cyoA
lcl|CP064677.1_cds_QPD37242.1_432,ampG
lcl|CP064677.1_cds_QPD37243.1_433,IVL04_02205
lcl|CP064677.1_cds_QPD37244.1_434,bolA
lcl|CP064677.1_cds_QPD37245.1_435,tig
lcl|CP064677.1_cds_QPD37246.1_436,clpP
lcl|CP064677.1_cds_QPD37247.1_437,clpX
lcl|CP064677.1_cds_QPD37248.1_438,lon
lcl|CP064677.1_cds_QPD37249.1_439,hupB
lcl|CP064677.1_cds_QPD37250.1_440,ppiD
lcl|CP064677.1_cds_QPD37251.1_441,IVL04_02245
lcl|CP064677.1_cds_QPD37252.1_442,fadM
lcl|CP064677.1_cds_QPD37253.1_443,queC
lcl|CP064677.1_cds_QPD37254.1_444,IVL04_02260
lcl|CP064677.1_cds_QPD37255.1_445,cof
lcl|CP064677.1_cds_QPD37256.1_446,decR
lcl|CP064677.1_cds_QPD37257.1_447,IVL04_02275
lcl|CP064677.1_cds_QPD37258.1_448,IVL04_02280
lcl|CP064677.1_cds_QPD37259.1_449,glnK
lcl|CP064677.1_cds_QPD37260.1_450,amtB
lcl|CP064677.1_cds_QPD37261.1_451,tesB
lcl|CP064677.1_cds_QPD37262.1_452,IVL04_02300
lcl|CP064677.1_cds_QPD37263.1_453,IVL04_02305
lcl|CP064677.1_cds_QPD37264.1_454,IVL04_02315
lcl|CP064677.1_cds_QPD37265.1_455,pdeB
lcl|CP064677.1_cds_QPD37266.1_456,IVL04_02325
lcl|CP064677.1_cds_QPD37267.1_457,maa
lcl|CP064677.1_cds_QPD37268.1_458,hha
lcl|CP064677.1_cds_QPD37269.1_459,tomB
lcl|CP064677.1_cds_QPD37270.1_460,IVL04_02345
lcl|CP064677.1_cds_QPD37271.1_461,acrA
lcl|CP064677.1_cds_QPD37272.1_462,acrR
lcl|CP064677.1_cds_QPD37273.1_463,mscK
lcl|CP064677.1_cds_QPD37274.1_464,rsmS
lcl|CP064677.1_cds_QPD37275.1_465,priC
lcl|CP064677.1_cds_QPD37276.1_466,IVL04_02375
lcl|CP064677.1_cds_QPD37277.1_467,apt
lcl|CP064677.1_cds_QPD37278.1_468,dnaX
lcl|CP064677.1_cds_QPD37279.1_469,IVL04_02390
lcl|CP064677.1_cds_QPD37280.1_470,recR
lcl|CP064677.1_cds_QPD37281.1_471,htpG
lcl|CP064677.1_cds_QPD37282.1_472,adk
lcl|CP064677.1_cds_QPD37283.1_473,hemH
lcl|CP064677.1_cds_QPD37284.1_474,aes
lcl|CP064677.1_cds_QPD37285.1_475,gsk
lcl|CP064677.1_cds_QPD37286.1_476,IVL04_02425
lcl|CP064677.1_cds_QPD37287.1_477,fsr
lcl|CP064677.1_cds_QPD37288.1_478,ushA
lcl|CP064677.1_cds_QPD37289.1_479,ybaK
lcl|CP064677.1_cds_QPD37290.1_480,IVL04_02445
lcl|CP064677.1_cds_QPD37291.1_482,copA
lcl|CP064677.1_cds_QPD37292.1_483,glsA
lcl|CP064677.1_cds_QPD37293.1_484,IVL04_02465
lcl|CP064677.1_cds_QPD37294.1_485,cueR
lcl|CP064677.1_cds_QPD37295.1_486,IVL04_02475
lcl|CP064677.1_cds_QPD37296.1_487,IVL04_02480
lcl|CP064677.1_cds_QPD37297.1_488,fetA
lcl|CP064677.1_cds_QPD37298.1_489,fetB
lcl|CP064677.1_cds_QPD37299.1_491,ybbO
lcl|CP064677.1_cds_QPD37300.1_493,IVL04_02510
lcl|CP064677.1_cds_QPD37301.1_494,IVL04_02515
lcl|CP064677.1_cds_QPD37302.1_495,rhsD
lcl|CP064677.1_cds_QPD37303.1_496,IVL04_02525
lcl|CP064677.1_cds_QPD37304.1_497,IVL04_02530
lcl|CP064677.1_cds_QPD37305.1_498,IVL04_02535
lcl|CP064677.1_cds_QPD37306.1_499,IVL04_02540
lcl|CP064677.1_cds_QPD37307.1_501,mnmH
lcl|CP064677.1_cds_QPD37308.1_502,allS
lcl|CP064677.1_cds_QPD37309.1_503,allA
lcl|CP064677.1_cds_QPD37310.1_504,allR
lcl|CP064677.1_cds_QPD37311.1_505,gcl
lcl|CP064677.1_cds_QPD37312.1_506,hyi
lcl|CP064677.1_cds_QPD37313.1_507,glxR
lcl|CP064677.1_cds_QPD37314.1_508,IVL04_02585
lcl|CP064677.1_cds_QPD37315.1_509,allB
lcl|CP064677.1_cds_QPD37316.1_510,IVL04_02595
lcl|CP064677.1_cds_QPD37317.1_511,glxK
lcl|CP064677.1_cds_QPD37318.1_512,allE
lcl|CP064677.1_cds_QPD37319.1_513,allC
lcl|CP064677.1_cds_QPD37320.1_514,allD
lcl|CP064677.1_cds_QPD37321.1_515,IVL04_02620
lcl|CP064677.1_cds_QPD37322.1_516,IVL04_02625
lcl|CP064677.1_cds_QPD37323.1_517,IVL04_02630
lcl|CP064677.1_cds_QPD37324.1_518,IVL04_02635
lcl|CP064677.1_cds_QPD37325.1_519,purK
lcl|CP064677.1_cds_QPD37326.1_520,purE
lcl|CP064677.1_cds_QPD37327.1_521,lpxH
lcl|CP064677.1_cds_QPD37328.1_522,ppiB
lcl|CP064677.1_cds_QPD37329.1_523,cysS
lcl|CP064677.1_cds_QPD37330.1_524,IVL04_02665
lcl|CP064677.1_cds_QPD37331.1_525,ybcJ
lcl|CP064677.1_cds_QPD37332.1_526,folD
lcl|CP064677.1_cds_QPD37333.1_527,fimA
lcl|CP064677.1_cds_QPD37334.1_528,fimC
lcl|CP064677.1_cds_QPD37335.1_529,IVL04_02690
lcl|CP064677.1_cds_QPD37336.1_530,fimH
lcl|CP064677.1_cds_QPD37337.1_531,sfmF
lcl|CP064677.1_cds_QPD37338.1_532,fimZ
lcl|CP064677.1_cds_QPD37339.1_533,IVL04_02715
lcl|CP064677.1_cds_QPD37340.1_534,IVL04_02720
lcl|CP064677.1_cds_QPD37341.1_536,IVL04_02730
lcl|CP064677.1_cds_QPD37342.1_537,IVL04_02735
lcl|CP064677.1_cds_QPD37343.1_539,emrE
lcl|CP064677.1_cds_QPD37344.1_540,IVL04_02750
lcl|CP064677.1_cds_QPD37345.1_541,IVL04_02755
lcl|CP064677.1_cds_QPD37346.1_542,ybcL
lcl|CP064677.1_cds_QPD37347.1_543,IVL04_02765
lcl|CP064677.1_cds_QPD37348.1_544,IVL04_02770
lcl|CP064677.1_cds_QPD37349.1_545,ybcN
lcl|CP064677.1_cds_QPD37350.1_546,IVL04_02780
lcl|CP064677.1_cds_QPD37351.1_547,IVL04_02785
lcl|CP064677.1_cds_QPD37352.1_548,rusA
lcl|CP064677.1_cds_QPD37353.1_549,IVL04_02795
lcl|CP064677.1_cds_QPD37354.1_550,quuD
lcl|CP064677.1_cds_QPD37355.1_551,IVL04_02805
lcl|CP064677.1_cds_QPD37356.1_552,ompC
lcl|CP064677.1_cds_QPD37357.1_553,essD
lcl|CP064677.1_cds_QPD37358.1_554,rrrD
lcl|CP064677.1_cds_QPD37359.1_555,rzoD
lcl|CP064677.1_cds_QPD37360.1_556,bor
lcl|CP064677.1_cds_QPD37361.1_557,IVL04_02835
lcl|CP064677.1_cds_QPD37362.1_558,IVL04_02840
lcl|CP064677.1_cds_QPD37363.1_559,IVL04_02845
lcl|CP064677.1_cds_QPD37364.1_560,IVL04_02850
lcl|CP064677.1_cds_QPD37365.1_565,appY
lcl|CP064677.1_cds_QPD37366.1_566,ompT
